Symbol,Final Weighted Rating,DCF,PEG,Dividend Payout Ratio,P/FV,Graham Ratio,Unweighted Rating
IMO,6.197575530645885,1.2039738087181588,2.8498231265419975,0.033172573399970075,0.7835614598780689,4.128098947992798,4
CTO,6.152205775686067,1.0295558848514055,0.363549614556744,0.00706088022980641,1.0904524020597741,3.9274439882895287,5
MTG,6.059061120741915,1.0772917758688931,3.8849889303724354,0.008448439244687566,1.1536464322893583,4.0906755767492164,5
UAL,6.005023529266301,1.4143143974253107,0.9580063359631455,0.06936876197718092,2.0565297025409763,4.209051092409067,5
OPY,5.984235963872919,1.318520392068856,3.0857470212789457,0.016247555232393757,0.6172196323909016,3.6118410135650376,5
PACW,5.946039184371956,1.326215229546039,2.400628461205758,0.06568448178030305,0.8881577097449148,3.697917434615491,5
SAR,5.925123305901092,1.8741922280800698,4.004888663120764,0.06911675097725285,0.960899887832597,3.61101951861843,5
CIM,5.885704865183802,1.0735430785569502,4.199635796139585,0.09797600228326411,0.9662512153538835,4.086542869483265,5
IBKC,5.865146142894662,1.5088564915076783,1.4165511703904676,0.024171237763491137,0.8794722480096774,3.5035850834416964,5
IVZ,5.813998618940113,1.2973014719115294,6.647623210402628,0.0698983640004534,0.5460459513074841,3.784536160456326,4
CFG,5.782804197441706,1.1505252943205921,2.5138665536372184,0.035811272231939965,0.7760556715656953,3.8443768667608085,4
RCL,5.641764121753392,1.0450541000223645,1.5354615914613925,0.024154684100204663,2.051210262773797,4.202188991055557,4
JCAP,5.563988539354732,1.0139814116696797,3.288527448110985,0.08053885512703368,0.6302496498402036,3.3018545427941124,4
MRLN,5.5493198664915315,2.1735821473722727,4.632005961248054,0.026474994075386102,1.2062993617298423,3.4964119350223006,5
VSEC,5.468332401580306,1.004689980821644,3.6877705348196015,0.008524274498820102,1.2038100900300466,3.5420559102495264,5
DDS,5.444178784028745,1.1618522346194182,1.2298710229847072,0.006546075555808252,1.0110306062806955,3.3228961718082064,4
INBK,5.4346409718416915,3.263272562438284,4.069935283048405,0.010793309492644891,0.7347265354707736,2.8777344338615936,4
GAIN,5.411798743907485,1.0151562877131888,2.5478069727041555,0.0793961779876063,0.9440961776669696,3.632925481161919,4
TOL,5.393213782056558,1.5004670832567433,1.9183114980043146,0.01089841654455289,1.1513572574399387,3.226116409703764,5
STL,5.38409194974023,1.1395108187419416,4.509595225962232,0.013876543588016316,0.9244012753412552,3.4790273648011683,5
ATI,5.37907386027115,1.4295090574954057,6.508125614415301,0.004723589063946599,1.418041242045835,3.5470921995007982,5
AGO,5.348205017440666,1.0704816860220219,2.318680744549804,0.015131299809325174,0.7366357885223679,3.261096668872228,4
DK,5.33205892659375,1.8586028256160814,1.8764146197679312,0.03321671393890459,1.4238229674440146,3.2494216535800122,5
IBTX,5.308539602375666,1.6042435056226807,4.29372785590068,0.017527962302867055,1.0558513999007597,3.4055905560124233,4
SNV,5.302950607132416,1.4697727601648494,3.9161692293289154,0.028595806727712593,1.1883170635956524,3.168719683935817,5
OCSL,5.280038416742199,1.0297183649008066,17.5139610412189,0.07124328618488006,0.7876335226674404,3.580855985568014,4
GPS,5.265682407562425,1.6126427179058758,4.494444437912677,0.037566156216796,2.7945820433436532,3.948783333558166,4
AINV,5.25512622918113,1.087249562903282,11.5824672008342,0.12209557557969677,0.7985476686065425,3.5055909083781045,4
XRX,5.247920230454981,1.6676780283048698,3.8836526667905327,0.02843499908405368,1.5295877035976375,3.338293368528975,5
WBK,5.206360492108144,1.8919911044099043,3.8396466325147727,0.07614261959094035,0.9986277601113698,2.972477285380238,5
GEF,5.12955386616252,1.1232854696808832,0.7094973544371622,0.10721019013460432,0.8561089425469949,2.798367122510907,5
FNB,5.088972353384518,1.2685787700808573,8.901715542401865,0.039701563374413655,0.8098513664550481,2.9338137294529014,5
MPC,5.084482408164811,1.1101916049439733,3.605945887658474,0.034851257674194586,1.1905184899388614,3.250983356032888,4
BHLB,5.080050265327415,1.8215995570442418,7.407584473593003,0.029104783272118892,0.8812951817505646,2.791336578307765,5
RDN,5.073043469137537,1.0387052594223674,2.721550131031958,0.00038804898594835643,1.3118173606838504,3.2910668043080884,4
NC,5.033783792852407,1.6861682918020946,1.6500353899253906,0.01573393438679566,1.1271008873776747,2.8498022286696463,4
CSWC,5.032847339015246,1.0626487088611372,4.916263105624365,0.11474544018747533,1.1372153015833086,3.017123797793821,5
FHN,4.954706237751206,1.1574481042127815,6.524766146604172,0.0342194857852777,1.0457678602394649,2.955216497162267,5
GTES,4.951574492758703,1.312893776793469,5.909354701319846,0.008350774248169919,1.3009362543945682,3.1598772107370903,4
FBC,4.948143793655817,1.4141614296747693,2.8533709885241763,0.004378059300953271,1.149723359362416,2.912458288400803,5
UNTY,4.91555476328509,2.411558510992292,4.995183500717277,0.013642650572111153,1.4846919726197885,2.6567256864208884,5
RF,4.900096379417141,1.2333658960164984,5.909401190482179,0.034912672937232825,1.01423442773857,2.9162215028071947,5
UMPQ,4.888287351231473,1.60788365084548,7.006125231238117,0.05198475894862097,0.8253936945906445,2.618797188712632,5
GBX,4.882681389187169,1.5999227905388111,2.7904921988297704,0.03596190484445092,0.722944162038959,2.6440057104809864,4
CNBKA,4.882581347866514,1.0098462678506823,0.7937107109788939,0.007026946999395216,0.9443613850460489,2.588842693608381,5
HOPE,4.83763964963487,1.7095274370031672,7.102373437952968,0.03899195632658889,0.8917751787647059,2.85209958810791,4
SAH,4.83701762583454,1.0526756470291825,7.933724677183234,0.011283468341674345,1.4533478413656746,3.219315711117832,5
HOFT,4.8192807897073475,1.0680551139891914,3.4752278600574527,0.02016838286667939,1.264922675319938,2.8977701901037247,5
FBIZ,4.812605309268951,1.5624624719679543,4.679630398419751,0.02496084285722165,1.076285577061744,2.675631313853411,5
HFC,4.776623218381443,1.2433584880091793,1.7189765876339604,0.025684837829924062,1.4664382096730566,2.820823800361677,5
KEY,4.753806194033502,1.0772861145581036,5.855230297889854,0.0425188630096842,1.1098282932269046,2.736543746857666,5
BY,4.726032827389566,1.215997464012292,10.790236010058413,0.001689645017334605,0.9057713216240175,2.6730500412136897,5
BOKF,4.725064985193626,1.4315364490647644,1.8565137166680696,0.02451780155085982,1.2053076861770318,2.536181680791816,5
ASB,4.716997648167425,1.186703050543233,5.047619459926466,0.032620636821330116,0.8738634729549601,2.7086463985009908,5
FISI,4.707207993163138,1.429082629263293,4.236073210908108,0.030844045679877422,1.1669336844767135,2.6488079244084446,5
GWB,4.684043037493222,1.227152590727452,3.611568375502851,0.037665596339383725,0.8788664829188174,2.5001714330728264,5
MS,4.678611281418485,1.0827856713102235,1.6223752665885671,0.033101334184114484,0.9731861825405584,2.5191901226102447,5
SCHN,4.672829667314578,1.035028639882375,2.241772958469845,0.028715532167970726,1.0300448229750747,2.7274758384756064,4
TSBK,4.67108876741834,2.096650976448705,4.3162561611587345,0.03116765010176173,1.2181726832176867,2.3734101420333595,5
BWFG,4.665105686905395,1.0633184261750364,5.480251301913522,0.01818200405004831,1.2299692790999852,2.707085437150302,5
SC,4.6470939021853175,1.0190402902759343,3.084219385072604,0.036003379610521205,1.1061270239471375,2.981197188560075,4
PNNT,4.630928034495651,1.1248672802311679,36.91506696297958,0.11667161348950197,0.7189506447632678,2.923018955003826,4
BKU,4.619415358554319,1.1304766067028096,3.1119575236526082,0.025356200891033652,1.1124851862885508,2.791088757142271,5
ACCO,4.612811091538176,1.0586881715890137,7.819032149363438,0.027247347850362928,1.1574253586661496,2.9219128634451703,4
DCP,4.600780631782972,1.0016790947664296,98.50558564942756,0.001533978074544585,0.49348962906888716,2.668869500821041,4
EWBC,4.5964763702802385,1.9154405084712092,2.0342849294473333,0.023417638430052207,1.3216937960788955,2.4602071105765084,5
MSBI,4.5932807438525955,2.006031444671484,7.525016278666473,0.0346381589683678,1.0292934301590395,2.3439514871990146,5
CRS,4.587342818989709,1.0305902213259162,2.931614619037787,0.019951289907748544,1.272753108348135,2.7304304997849544,4
MAC,4.583399472847175,1.1270285766981791,91.13366420998139,0.12664630400504048,1.423461418354252,3.0417118742011144,5
SMBK,4.578436220820379,1.9892302845049807,9.131701622126853,0.002225671501639912,1.0056429714113964,2.339551939923071,5
PFSI,4.560333092768749,1.126685236393974,6.000695188435862,0.0036715083756795382,1.2826271557651758,2.9508613185422297,4
RBCAA,4.546904268407017,1.6205093741600523,2.2398965662956996,0.025150259772288325,1.11217273540911,2.27185040454739,5
TCF,4.545394412304223,1.5226172079394527,6.282740835800868,0.03303415543117807,0.8277884847017223,2.6256579827044266,4
VRTS,4.540421200000532,1.0045176680743313,0.7836640097313394,0.020880133606289084,1.2033013368378522,2.3923964113569776,5
JHG,4.531869980703522,1.023292589905304,4.0078551510717215,0.057383610701495676,0.9714519594802006,2.612996415979788,4
WNC,4.523786013959516,1.3880055060134004,7.38458257173265,0.021197800178841923,1.6114924911898163,2.860286925528529,4
WFC,4.522767013600232,1.1850354436808392,2.3639166597297345,0.034802465780596516,1.2586858495506181,2.45799595174539,5
MGM,4.519301586825314,1.375114466596429,9.180754310759246,0.016193814733996607,2.167981695981696,3.059422834968859,5
OFG,4.507453361103453,2.6460237050213653,12.35673020983888,0.013140468130662601,1.0463623816091776,2.192258187153712,5
WBS,4.502802010546912,1.0988805548122038,2.965117205547455,0.03151507584921431,1.392607203758374,2.8138694394111927,5
ODP,4.493531809508002,1.798864650811454,64.33233780108779,0.04525445344962357,0.5592959042797975,2.5549660300774595,4
TIPT,4.488754012871743,1.8087662716978907,20.597261507762237,0.021019441343405318,0.6575801519361306,2.463793440108544,4
KBH,4.488508587915053,1.293418202004619,5.746190085868014,0.00681247189228276,1.2547003804253412,2.611474913487385,5
HTBK,4.484627374976258,2.3876864289133635,18.920059804842094,0.039221324378006364,1.004586732696616,2.198422799506717,5
SHBI,4.466097864784473,1.8225367677945215,6.638567649231626,0.025313039979170116,1.0956058547110508,2.29674429159305,5
SPB,4.453239943399783,1.3716597443483538,0.39270503838570286,0.255459494144622,1.6535788729906378,2.516704209784135,4
CVLY,4.440164719201245,1.9957323594061789,5.841002661599527,0.02788198316942107,1.1288627803816538,2.1573283672785912,5
DRH,4.428586458797752,1.1272285633482846,25.892554074833953,0.049430874455307444,1.0795034980575062,2.928380827297312,4
RLJ,4.425077692037583,1.686529238990374,20.608595609503574,0.07867615982142914,0.9060901320224563,2.362519848825478,5
RNST,4.396322117043836,1.330678142035895,4.812637031880356,0.024933100738580873,0.9603959006797326,2.2633307153083777,5
STWD,4.385572600728238,1.1709165394246144,9.757431400907544,0.07838580391081518,1.4613352686193268,2.6230442423827305,5
WSBC,4.380962437134597,1.1878901139370732,5.028871858060675,0.0326673422385775,0.7856236218759167,2.441348498291191,4
PKOH,4.37539914031231,1.2478771378640974,2.246671371123656,0.018372414082717857,1.1352979737783075,2.4247847277070225,4
EQM,4.360902012517533,1.0068989963514334,6.421310694203214,0.011654210347919526,0.7351201552565737,2.1934950824750934,5
PPBI,4.356115720849548,1.3040860296554446,5.9049952124136595,0.027941433245222594,0.9578950659199023,2.5166595509163954,4
CAI,4.337254745355128,1.1038355916422695,4.62779534154705,0.020753858276960992,0.6135922479949224,2.3329239955924526,4
DXPE,4.290410099658899,1.2607004392607368,9.089128408000779,0.00013566591887612182,1.9295824922484452,2.660623395655531,5
ICBK,4.267703029431012,1.8675030089043556,4.65867506716719,0.008302729979767293,0.9409719767597322,2.0248200834256815,5
PFS,4.2649477400212366,1.2255532070197257,7.5465659503186835,0.04674411498216635,1.1016860752560402,2.2908294543014684,5
MOFG,4.251957487108699,1.0377160405915244,5.620500971209506,0.022928036335445413,0.9833797350790401,2.5032287962747404,4
PGC,4.248479177030579,1.6732490141773646,5.257906891689007,0.006760451558276554,1.1351238015534537,2.3885228073452933,4
PKBK,4.2478387475906985,1.014882000545618,4.474141601266008,0.023180974765803792,1.5763687418710057,2.4996132944003837,5
CBFV,4.243235108482908,1.7655778732145382,8.79625120542405,0.03189044833509427,1.082275547562162,2.111767130805009,5
ISTR,4.241360361972347,1.3616622868278083,10.59053195686786,0.008869703217380918,1.0096655296393031,2.474629185300078,4
SFNC,4.240047366466339,1.0613483880270098,4.778496506503457,0.025607852687026565,0.8351327701875323,2.3699567095866856,4
PBCT,4.224387036259653,1.195408557577461,10.393707139644606,0.0427628405232379,0.8086042883027984,2.3724171519615185,4
RBNC,4.21130587702753,1.4414140294829754,12.085093895398817,0.016320840467585807,1.0988989873208403,2.484664201312183,4
ADS,4.209924765570524,3.4522512304295874,0.991627007811257,0.0239924670433145,3.3431971290058557,2.0308984495525735,5
HBNC,4.204633026360265,1.2507622896025075,9.987421956572508,0.02567197878245353,1.237129302722618,2.5205464928461017,5
LBAI,4.17958152573922,1.5488018099570025,9.4566176622376,0.0296855312406235,1.1574180814408015,2.093994166733139,5
EVBN,4.157338944578674,1.3388729005663478,3.4299914272429413,0.026128419665751548,1.3127628365206496,2.108879888357316,5
BXMT,4.1483836574326425,1.0678295434585707,7.10803169814501,0.06743126467147649,1.265041784545351,2.2985537564439844,5
EBIX,4.143657266219204,1.1828526521949685,3.403992699863437,0.009146969340309985,1.8269528497729561,2.739552725603158,4
CVCY,4.142300885506237,1.347361525524395,8.263032576763127,0.0206450742267216,1.2325574821153038,2.2080596858901553,5
FFG,4.138215995658268,1.019412133742733,2.9479790818527207,0.05993741911379339,0.9485871469695246,2.3088353743325207,4
WRK,4.133841791786386,1.02190573856657,1.3214559114208593,0.05523964371787477,0.7258302127696038,2.196213317817462,4
PNFP,4.126479034383353,1.0676002130629956,2.476796514422252,0.01066182724847168,1.0729489730810873,2.3391421144614073,4
EPR,4.122182761203403,1.3431265037737408,7.600856494326609,0.06868740946135615,1.7791111798669574,2.4010725786252274,5
BANF,4.114294320033178,2.913115964637881,3.6932590249886745,0.020729874193658116,1.9106434664260006,1.826141171838221,5
HOMB,4.1091735805813405,1.2562361944283271,6.053895067371047,0.027287692529494242,1.2494111360759632,2.112642986192803,5
ESXB,4.105955724095561,1.00807059451522,19.830191154078957,0.015140721490110223,1.231487210491449,2.360521969216007,5
VBTX,4.105661889429741,1.3577078948372066,20.396090906235536,0.01956228575278203,1.1503040232718087,2.217232945635518,5
FMBI,4.1051642053778306,1.177385665808837,7.983313706633779,0.024291980288419966,0.9817462427128814,2.3486304157096605,4
HTLF,4.102294057319638,1.3701903980156214,3.4685672383937534,0.014633961953197584,1.0654965443431084,2.2536756564197393,4
MTB,4.099108800694626,1.0745062232429483,0.8039021690295727,0.024951788788350537,1.4079459991757788,2.0268749731219273,5
ABCB,4.092775200622242,1.4706842525515995,7.61797230292831,0.009691596700277427,1.0309518371935007,2.272910441662513,4
BFIN,4.0829108230281586,2.556673939726491,14.273598030152074,0.030324412204782714,1.185007912680935,1.7502661328535833,5
QCRH,4.077776744091748,1.159115282464177,4.138191004074138,0.005784503853286049,1.216440545361828,2.2562921048155467,5
HOLI,4.069388948776616,1.5469984706402287,4.833880318907271,0.01010140271841018,1.1374149862384253,2.1067759056359554,4
THFF,4.05847682826276,1.0109085542156262,3.1842424320280758,0.022445948176266713,1.0105432490208175,1.9439852031865812,5
HAFC,4.04731958536083,1.0546776494577383,9.717247324221995,0.04962115927374426,1.0653324147873033,2.0629453215294977,5
MBWM,4.040763232986684,1.0190580632145587,4.542595821598605,0.02972755648171213,1.3815335034244685,2.1469788121843325,5
PEBO,4.0406015137567515,1.2721209906057322,5.303787392507933,0.03962373052192874,1.1014743986890827,2.0171304535385515,5
FBK,4.035094592323388,1.4026923542034715,5.407656841502315,0.008527039546608358,1.5452872550303083,2.1108610322075196,5
PSEC,4.029384701537909,1.0191983605688648,19.426026331718408,0.10686325553729774,0.6936954559889906,2.2675198896745523,4
MPB,4.022197032611426,1.8231140612930492,10.457777160076889,0.028875401494529388,0.9736912277087871,1.8273341161392738,5
BSRR,4.006831298929672,1.32299531760581,5.979293717393271,0.02719015499628029,1.3475224982136218,2.0343902476218316,5
BHB,3.9932371775945503,1.2470310908443272,8.172362887291845,0.0341155904615709,0.9883419960797867,1.9555010971381999,5
IMKTA,3.989271026837104,1.0557738280460522,0.9761637528556494,0.023757474687961095,0.8260317928554258,2.08878650941161,4
NYCB,3.9881238154722225,1.1841788090780467,15.314812988912378,0.05779749029222267,0.8181964371438866,1.9186938622047425,5
FHB,3.987184267869825,1.3461761247508741,6.686503714592285,0.03659197474908527,1.4309364928389574,2.0550046815111256,5
FBNC,3.9862814929093107,1.0031271193583216,4.142986597260487,0.011855606429980044,1.3519061908655667,2.0750610704296535,5
FCBC,3.9861049040814995,1.6323701108719424,5.281741992066035,0.03172883848646083,1.1068704115256087,1.7904080845601,5
NRIM,3.9789574784601545,1.1613959556958084,4.017113923259521,0.03434606060933753,1.1965722755737094,2.0106050160328266,5
VLGEA,3.9729450912203297,1.3070708653455037,4.009189253334473,0.04892557130093549,0.8267479100768189,1.8721961292488305,4
HRTG,3.97128278447875,1.866830439614849,14.849608697728872,0.017605945490399396,0.8807154256136933,1.7381519064955522,5
PAG,3.9704210050074753,1.0130258707013853,1.6779689950678989,0.03132878432197082,1.4946209735268847,2.426061910690912,4
CFFI,3.9671647229370786,1.092257182787725,1.9408128222232492,0.026844652232318786,1.1598245461109964,2.1280928322150245,5
BUSE,3.955234519374052,1.6015273982678526,7.84907092920158,0.030993861169403714,1.194179808166603,1.9206249084512979,5
ACNB,3.9510095927968027,1.647510514102305,3.364717325462186,0.028151635561672033,1.2970495918022753,1.8008127849855347,5
UBSI,3.950326209954565,1.3635101681490964,5.85211050147957,0.036173068070626056,1.1418377482443391,1.930870143987415,5
BOCH,3.9487050946114945,1.6272142052765552,15.508731413350917,0.015689116780949426,1.1649716296610462,1.8929658586257267,5
PFBI,3.948216511968571,1.5545042589292573,7.804585153375077,0.03377297892935615,1.082865962720768,2.1351030917410965,4
CRK,3.93962688086096,1.0191299197994732,16.963031879791746,0.018784614776872127,0.8305067618995962,2.1388933515430115,4
CHMG,3.938979358746023,1.9272875257677067,3.4739397287610037,0.023008709224223097,1.1968077556987742,1.9264500513406984,4
L,3.9374069023708564,1.0339451869084122,7.755252009778118,0.005004458247969457,0.7943124117370155,2.0272266512091037,4
BEN,3.934984324167763,1.7448677814677758,7.222752002454985,0.03956148843959297,1.3232431232019382,2.043965641705029,4
CSFL,3.930782195133667,1.2471636473628933,10.244174091507592,0.017371553673624474,1.0413252671851385,1.94693386890496,5
EGBN,3.929887450996224,1.2458449422940079,2.388275164183262,0.014682778800702581,1.277391257608041,1.9900830609214095,5
MBCN,3.9274434648135332,1.3430539392901337,6.6795990392543585,0.022590871225922644,1.183951991870804,1.9490812054681566,5
UVSP,3.91701331792962,1.1132551197938667,6.668248432127673,0.03088730034016098,1.1238354993615967,2.2428209368755163,4
HBCP,3.906195642876924,1.1840628637940351,3.614043599712176,0.02247350741110715,1.1109826162002219,2.075939760823636,4
ARCB,3.9034684922368683,1.4738420057574186,6.791034710437932,0.011446344753779777,0.9373654791276508,2.014067010027447,4
JCI,3.9017303960348544,1.1275151395247471,2.5932585495877296,0.02516610862644419,1.849494181928564,2.2943813539817914,4
STBA,3.897503712787938,1.2201384208169608,4.43841571920826,0.028169444920182293,1.1126358561843224,1.811197709799154,5
LEA,3.8968556848028557,1.3385681219864634,0.5356903139915502,0.02476288641550014,1.7296263173276318,1.9616085726578851,4
FFIC,3.891395606821558,1.1430047544486324,7.5967086172405525,0.04013190799278573,1.0380709090658164,2.1070174788467546,5
PKE,3.889981189661677,1.2762328740344717,4.039534776503644,0.20414312763310724,2.928159687065675,2.491348760079002,5
MFNC,3.8839746215820563,1.0046717525032902,15.560943884092673,0.03320294845907525,1.0371660701955916,2.1456114170392473,4
TCFC,3.879287275179651,1.1212689958466484,6.2228319982732865,0.013903372155920902,1.0573125936945575,2.1591673271791145,4
RCKY,3.875939073138406,1.1238001821341768,5.91362281500099,0.019598110441324677,1.2355333543873288,2.043426528257567,4
FMBH,3.8679302777946636,1.2389357863701416,5.481380714810284,0.020567008135054302,1.0953051594446734,2.1210050496523287,4
PB,3.8638462946294823,1.0218234108785922,3.4944353652286484,0.025342136936120935,0.851872530391478,1.9862254267905617,4
BANR,3.8451731663757767,1.2792940098028809,3.308454244030738,0.029594394605392652,1.1886513735340651,2.084724690831666,4
OCFC,3.838382836805274,1.0068175447873982,9.487757091950272,0.028416066652054067,1.0449808909574814,1.9210702901851207,5
FF,3.8305260304150845,1.4620040149993079,4.498418915277502,0.021777799578036966,1.0320115647251753,1.8278700147450444,4
LCNB,3.8237332293282256,1.1435069779759737,11.192710267414894,0.036035996979209506,1.0535490791412334,2.1535061296329885,4
CCNE,3.8231059068468816,1.7602029834226636,5.362910208195585,0.02167084880434157,1.5672871074152528,2.0659367234523667,5
WD,3.822645009038927,1.1171183253666153,2.090457566570969,0.019055106881373633,1.8886085205114662,2.009418670665851,5
UMBF,3.8042985028261063,1.7838249418748544,3.3178062829490678,0.018347667428379618,1.242856484641887,1.7861954757726435,5
ASH,3.8011012159972832,1.077871424879249,4.834212263331597,0.014257708073427196,1.2570148417810139,2.1725554498200967,4
FRME,3.7990277748865053,1.1389130787604227,4.078126083162418,0.024699161047235397,1.1621019551990919,2.021389180977844,4
BCBP,3.798490077432679,1.1539819858641023,9.94498647397769,0.04067324536417655,0.8946479561370175,2.081874013650711,4
WAL,3.7902556855346115,1.1450580840978477,2.5317651924136864,0.009568539119109614,1.7782181688600127,1.9516637038946103,5
OVLY,3.777657180130702,2.270730578304669,8.260552726932174,0.01507175693497722,1.3049415782179976,1.533948786718834,5
CASH,3.770334164801133,1.1848366347034016,9.241207659456872,0.006520214303776493,1.4169893364773174,1.9797044264973682,5
CPF,3.7647377520454794,1.0251402391644335,6.766429258586026,0.031203772065293747,1.5587123629947777,1.9813757413980702,5
SGA,3.764405125456554,1.3139693471685006,5.805849807065326,0.0476639680853169,0.9405274704708035,1.7093122675961725,4
SPR,3.758328375833485,2.14481676356575,2.8148974943414546,-0.005671327657804692,5.045309412966958,2.256117987640117,5
VLO,3.748160005832469,1.1521739130434783,2.1565074263200184,0.037788606684429675,1.8108884098518552,2.0356473654167306,4
FNWB,3.7432347037499447,1.1444724606267476,26.287632586840992,0.008268618297813599,0.9669609714957789,2.0399778705246523,4
